timestamp,speed_hall,speed_gps,latitude,longitude,gps_valid,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,obstacle_distance,deterministic_alert,sensor_valid
72400,41.87,42.19,12.971577,77.594562,True,-0.053,0.226,9.891,-0.822,0.272,0.553,134.44,0,True
72500,38.57,39.07,12.971686,77.59458,True,-0.115,0.292,9.927,-0.997,-0.86,0.393,152.5,0,True
72600,40.62,41.08,12.971534,77.594575,True,0.122,-0.181,9.673,0.897,-0.099,0.629,118.56,0,True
72700,38.24,37.6,12.971652,77.594552,True,0.241,-0.055,9.851,0.249,0.737,-0.668,129.31,0,True
72800,39.51,39.06,12.971568,77.594617,True,-0.013,0.104,9.64,-0.878,0.504,-0.986,158.24,0,True
72900,41.95,41.14,12.971604,77.594501,True,0.062,0.292,9.905,0.864,-0.054,-0.326,142.95,0,True
73000,39.48,40.26,12.9717,77.594663,True,0.265,0.099,9.751,-0.886,-0.288,-0.339,110.02,0,True
73100,39.83,40.22,12.971645,77.594678,True,-0.217,0.061,9.948,-0.441,0.399,0.63,136.84,0,True
73200,40.47,40.79,12.971595,77.594583,True,-0.187,0.292,9.983,0.625,-0.967,-0.28,104.58,0,True
73300,41.23,40.88,12.971589,77.594621,True,-0.06,0.068,9.633,-0.144,0.863,0.862,198.69,0,True
73400,41.43,42.24,12.971647,77.594559,True,-0.183,-0.214,9.808,0.144,0.714,0.009,112.79,0,True
73500,41.19,40.79,12.971635,77.59461,True,0.225,-0.199,9.779,-0.769,0.325,-0.518,121.16,0,True
73600,41.01,41.33,12.971518,77.594587,True,0.129,-0.204,9.972,0.805,0.533,-0.559,125.76,0,True
73700,39.91,40.7,12.971525,77.594527,True,0.021,0.135,9.636,0.384,0.744,0.864,176.63,0,True
73800,40.4,40.69,12.971575,77.594643,True,0.142,-0.071,9.857,0.124,0.712,0.617,122.36,0,True
73900,38.46,37.64,12.971518,77.594648,True,0.262,0.147,9.646,-0.265,0.707,0.908,157.69,0,True
74000,38.01,37.13,12.971607,77.594669,True,0.288,-0.108,9.746,0.359,0.593,0.04,160.16,0,True
74100,38.89,38.68,12.971608,77.594592,True,-0.213,0.266,9.935,-0.0,-0.088,0.203,114.59,0,True
74200,40.66,41.26,12.971641,77.59462,True,-0.115,0.294,9.649,0.994,0.413,-0.043,182.87,0,True
74300,39.98,40.39,12.971575,77.594696,True,-0.1,0.197,9.684,0.465,0.621,0.401,105.26,0,True
74400,41.46,40.82,12.971598,77.594578,True,0.291,0.096,9.939,0.982,0.096,-0.325,167.79,0,True
74500,41.96,42.48,12.971578,77.594606,True,-0.13,0.118,9.678,0.713,-0.212,-0.738,175.23,0,True
74600,40.32,40.93,12.97167,77.594642,True,-0.025,-0.202,9.655,0.392,-0.418,-0.71,121.81,0,True
74700,40.99,41.46,12.971502,77.594645,True,0.045,0.107,9.995,-0.705,0.901,-0.146,184.17,0,True
74800,41.7,40.9,12.971695,77.594536,True,-0.269,0.288,9.86,0.187,0.939,0.254,140.4,0,True
74900,38.14,37.62,12.971598,77.594638,True,0.273,0.092,9.75,0.384,0.591,0.317,177.77,0,True
75000,41.46,41.76,12.971555,77.594631,True,-0.08,-0.228,9.633,-0.022,0.338,0.019,102.3,0,True
75100,40.29,40.44,12.971555,77.594649,True,0.177,-0.191,9.794,0.289,-0.133,0.143,109.94,0,True
75200,38.25,39.07,12.971659,77.594537,True,0.188,-0.288,9.822,0.073,0.624,-0.023,151.89,0,True
75300,40.34,40.77,12.971658,77.594525,True,0.152,0.279,9.959,-0.639,0.198,-0.64,155.47,0,True
75400,41.2,40.45,12.971526,77.594541,True,-0.203,0.037,9.941,-0.93,0.96,0.012,136.36,0,True
75500,40.18,40.02,12.971689,77.5945,True,-0.12,0.268,9.808,0.566,0.318,-0.11,157.71,0,True
75600,40.78,40.83,12.971697,77.59457,True,0.023,-0.174,9.64,0.64,-0.526,-0.624,129.97,0,True
75700,41.33,42.25,12.97162,77.594543,True,-0.085,-0.223,9.849,-0.851,-0.49,-0.236,190.37,0,True
75800,39.6,38.77,12.971551,77.594585,True,0.117,0.022,9.628,0.465,0.991,0.394,119.26,0,True
75900,39.49,39.8,12.971664,77.594621,True,-0.048,-0.208,9.997,-0.133,-0.948,0.207,107.75,0,True
76000,38.5,37.72,12.97161,77.594513,True,0.084,-0.082,9.733,-0.453,0.738,-0.548,100.99,0,True
76100,39.51,40.45,12.971576,77.594521,True,0.255,-0.195,9.891,-0.387,0.643,-0.021,152.9,0,True
76200,40.8,41.53,12.97161,77.594621,True,0.238,-0.198,9.979,-0.221,-0.31,0.483,196.8,0,True
76300,40.13,40.32,12.97167,77.594595,True,-0.223,-0.294,9.805,-0.689,-0.747,-0.242,173.54,0,True
76400,38.21,38.66,12.971695,77.594642,True,-0.151,0.065,9.883,-0.634,0.972,0.597,150.22,0,True
76500,39.1,38.96,12.971688,77.594676,True,0.188,-0.117,9.943,0.895,-0.187,-0.375,109.01,0,True
76600,38.32,38.78,12.971689,77.594533,True,-0.266,0.146,9.822,-0.014,0.749,0.924,142.4,0,True
76700,40.03,40.5,12.971596,77.594603,True,0.299,0.233,9.879,-0.189,0.233,0.822,174.59,0,True
76800,40.86,41.26,12.97165,77.594549,True,0.143,0.271,9.929,0.761,0.056,0.218,160.74,0,True
76900,41.86,42.21,12.971676,77.594605,True,-0.165,-0.255,9.936,0.027,0.905,-0.155,137.91,0,True
77000,39.49,38.72,12.971683,77.59455,True,0.023,0.16,9.647,-0.402,-0.413,-0.574,173.8,0,True
77100,40.28,39.71,12.971561,77.594687,True,0.086,0.195,9.614,-0.074,0.235,-0.023,135.57,0,True
77200,40.46,40.12,12.971571,77.594501,True,0.234,-0.188,9.742,-0.797,-0.016,-0.831,151.43,0,True
77300,38.61,37.86,12.971597,77.594531,True,0.094,-0.164,9.758,-0.401,-0.143,-0.636,181.15,0,True
77400,38.43,38.31,12.971668,77.594532,True,-0.088,-0.04,9.744,0.741,-0.603,-0.621,104.03,0,True
77500,39.58,40.07,12.97168,77.594532,True,-0.181,-0.012,9.866,-0.468,-0.158,0.1,179.98,0,True
77600,40.86,40.51,12.971653,77.594676,True,0.001,0.254,9.937,-0.222,-0.781,-0.784,102.12,0,True
77700,38.62,38.62,12.971653,77.594547,True,0.107,-0.095,9.991,0.475,-0.131,-0.421,148.59,0,True
77800,41.04,40.54,12.97153,77.594602,True,-0.15,0.16,9.946,0.989,-0.505,0.641,119.84,0,True
77900,40.83,41.45,12.97164,77.5946,True,-0.191,0.296,9.836,0.269,-0.541,-0.735,103.84,0,True
78000,41.96,42.82,12.971585,77.594623,True,-0.245,-0.269,9.763,-0.387,0.267,-0.537,133.62,0,True
78100,39.92,39.94,12.971629,77.594561,True,-0.138,-0.132,9.74,-0.164,-0.36,-0.905,104.09,0,True
78200,38.21,38.7,12.971542,77.594594,True,0.245,-0.24,9.674,0.897,-0.273,-0.391,109.69,0,True
78300,38.05,38.16,12.971672,77.594566,True,0.145,-0.083,9.912,0.058,-0.257,0.3,121.0,0,True
78400,39.54,40.31,12.971526,77.594649,True,-0.228,0.052,9.965,0.309,-0.619,0.409,192.55,0,True
78500,38.3,38.39,12.971569,77.594645,True,0.294,-0.179,9.888,-0.912,-0.617,0.101,125.25,0,True
78600,41.51,42.22,12.971681,77.594695,True,0.237,-0.031,9.887,0.822,-0.865,-0.162,193.13,0,True
78700,40.02,39.06,12.97162,77.594639,True,-0.223,-0.273,9.826,0.589,0.388,0.481,139.75,0,True
78800,40.74,41.48,12.971694,77.594533,True,0.15,-0.07,9.912,-0.198,-0.457,-0.632,116.0,0,True
78900,38.87,39.26,12.971676,77.594658,True,-0.027,0.125,9.81,-0.393,-0.559,0.417,155.22,0,True
79000,38.68,37.78,12.971548,77.594508,True,-0.211,0.23,9.971,-0.459,0.581,0.285,124.9,0,True
79100,41.29,41.36,12.9715,77.594569,True,0.063,-0.079,9.633,0.411,0.099,0.444,140.83,0,True
79200,40.45,40.1,12.971511,77.594663,True,0.194,-0.168,9.986,-0.647,0.943,0.075,197.88,0,True
79300,41.11,41.67,12.971521,77.594649,True,-0.071,0.092,9.948,0.269,0.102,0.634,122.06,0,True
79400,39.08,39.24,12.971662,77.594651,True,-0.207,-0.161,9.891,-0.263,0.804,-0.813,118.15,0,True
79500,38.74,39.46,12.971538,77.594598,True,0.138,0.089,9.608,-0.674,-0.645,-0.212,160.78,0,True
79600,38.28,37.42,12.971549,77.594682,True,0.282,-0.24,9.811,0.454,0.616,0.207,137.79,0,True
79700,38.08,38.74,12.971653,77.594629,True,-0.274,-0.151,9.633,-0.715,0.255,-0.973,196.64,0,True
79800,41.83,41.04,12.971647,77.594568,True,0.124,-0.179,9.792,0.126,-0.111,-0.674,133.18,0,True
79900,38.62,37.73,12.971638,77.594625,True,-0.226,0.195,9.641,-0.407,0.023,0.673,114.18,0,True
80000,41.65,40.7,12.971585,77.594529,True,0.093,-0.164,9.952,-0.231,0.768,0.646,111.24,0,True
80100,38.68,37.9,12.97152,77.594691,True,-0.086,0.069,9.647,0.847,0.84,0.791,160.45,0,True
80200,38.71,38.77,12.97162,77.594636,True,-0.21,0.1,9.721,0.635,-0.303,-0.792,191.62,0,True
80300,40.65,41.51,12.971662,77.594642,True,-0.254,-0.299,9.973,-0.703,0.312,-0.359,139.06,0,True
80400,40.89,41.46,12.971596,77.594513,True,0.047,0.276,9.711,-0.819,0.99,-0.636,138.5,0,True
80500,39.28,39.12,12.971639,77.594583,True,0.176,-0.1,9.921,0.308,-0.508,-0.163,149.71,0,True
80600,40.14,40.2,12.971664,77.594577,True,0.049,-0.047,9.831,0.387,0.497,0.406,123.52,0,True
80700,38.01,39.0,12.971503,77.594612,True,0.275,0.253,9.624,-0.301,0.698,0.734,181.9,0,True
80800,39.18,38.47,12.971671,77.594694,True,0.248,-0.155,9.931,-0.888,-0.724,0.924,170.4,0,True
80900,39.51,38.56,12.971693,77.594574,True,0.121,0.098,9.63,0.675,0.741,-0.94,136.52,0,True
81000,38.32,37.47,12.971614,77.594663,True,-0.21,-0.191,9.897,0.496,0.397,-0.401,141.15,0,True
81100,39.35,39.91,12.971639,77.594557,True,-0.206,0.229,9.613,0.502,0.007,-0.978,183.27,0,True
81200,40.72,41.47,12.971611,77.594666,True,0.251,0.001,9.884,-0.153,-0.686,0.946,152.15,0,True
81300,41.91,41.16,12.971542,77.594624,True,-0.169,-0.19,9.898,0.119,0.683,0.633,146.84,0,True
81400,39.25,39.54,12.971665,77.594533,True,0.182,0.088,9.678,-0.783,-0.844,0.206,184.66,0,True
81500,38.11,37.68,12.971608,77.594513,True,0.058,0.154,9.724,0.103,0.277,-0.935,126.92,0,True
81600,41.91,42.04,12.971613,77.594658,True,-0.273,-0.111,9.977,-0.983,-0.287,-0.435,139.81,0,True
81700,38.78,39.28,12.971645,77.594695,True,0.122,-0.242,9.763,0.483,-0.798,0.615,115.02,0,True
81800,40.35,40.11,12.971617,77.59467,True,-0.126,-0.209,9.785,0.77,-0.813,0.437,188.44,0,True
81900,41.23,41.54,12.971654,77.594532,True,0.278,0.01,9.891,0.303,0.86,-0.317,178.54,0,True
82000,39.36,39.08,12.971671,77.594586,True,0.234,0.165,9.755,-0.582,0.221,-0.85,115.24,0,True
82100,40.51,40.51,12.971661,77.594529,True,0.222,0.028,9.988,0.563,-0.826,-0.812,131.37,0,True
82200,41.74,41.06,12.971556,77.594573,True,-0.246,-0.192,9.909,-0.484,-0.053,-0.488,187.67,0,True
82300,40.6,39.88,12.971525,77.594614,True,-0.276,0.215,9.76,0.714,0.834,-0.742,136.67,0,True
82400,41.38,42.28,12.971575,77.594636,True,0.004,-0.142,9.95,0.365,0.241,0.288,174.1,0,True
82500,38.98,39.62,12.971502,77.594671,True,-0.126,-0.205,9.76,-0.854,-0.224,-0.075,109.35,0,True
82600,39.86,40.15,12.97168,77.594593,True,-0.249,0.139,9.967,0.845,0.536,-0.601,132.87,0,True
82700,39.27,40.26,12.971597,77.59464,True,-0.014,-0.133,9.615,-0.689,-0.06,0.28,132.02,0,True
82800,38.13,38.33,12.971576,77.594687,True,-0.083,-0.042,9.789,-0.892,0.736,0.905,168.37,0,True
82900,39.08,39.35,12.971517,77.594514,True,-0.057,-0.121,9.885,0.743,0.05,0.339,125.94,0,True
83000,41.32,40.51,12.97168,77.594568,True,0.152,-0.201,9.74,-0.162,-0.049,0.378,116.07,0,True
83100,40.79,40.5,12.971639,77.594578,True,-0.294,0.17,9.839,-0.844,0.336,0.233,132.37,0,True
83200,41.95,42.82,12.971649,77.594647,True,-0.11,-0.21,9.783,-0.705,0.729,-0.773,197.0,0,True
83300,39.63,39.67,12.971501,77.59459,True,0.2,-0.225,9.78,0.939,-0.805,-0.563,197.9,0,True
83400,39.68,39.77,12.971533,77.594576,True,-0.091,0.271,9.989,0.154,-0.971,0.628,101.62,0,True
83500,41.59,41.59,12.971674,77.59464,True,0.089,-0.026,9.764,-0.296,0.085,0.046,176.51,0,True
83600,38.45,37.81,12.971586,77.594535,True,0.057,0.026,9.753,0.69,0.377,-0.125,128.32,0,True
83700,40.48,41.33,12.971671,77.594699,True,0.184,-0.238,9.86,0.233,-0.177,-0.007,175.17,0,True
83800,41.71,40.91,12.971589,77.594616,True,-0.28,-0.126,9.768,-0.554,-0.091,-0.238,119.56,0,True
83900,39.88,39.13,12.971694,77.594683,True,-0.052,0.192,9.882,0.482,-0.985,-0.251,122.39,0,True
84000,39.13,39.89,12.971553,77.594668,True,0.177,-0.051,9.697,0.8,-0.171,-0.969,115.34,0,True
84100,39.5,40.13,12.971664,77.59462,True,-0.099,0.275,9.997,-0.516,0.947,-0.615,164.44,0,True
84200,41.31,41.92,12.971616,77.594526,True,0.082,0.286,9.669,0.808,0.035,-0.125,109.96,0,True
84300,41.2,41.21,12.971626,77.594657,True,0.206,0.076,9.704,0.106,0.897,-0.592,109.33,0,True
84400,39.75,40.01,12.971619,77.594506,True,0.125,0.252,9.632,-0.235,0.485,-0.739,145.37,0,True
84500,40.53,40.24,12.971548,77.59468,True,-0.122,0.021,9.698,0.56,0.572,0.541,165.93,0,True
84600,39.1,39.97,12.971625,77.594628,True,0.048,-0.238,9.784,0.192,-0.786,-0.435,189.46,0,True
84700,38.37,38.36,12.971572,77.594668,True,-0.066,-0.005,9.609,-0.853,0.918,-0.847,168.73,0,True
84800,39.5,39.13,12.971682,77.594662,True,-0.192,-0.294,9.671,0.135,0.213,-0.937,197.59,0,True
84900,41.97,41.94,12.971623,77.594609,True,-0.205,0.145,9.971,-0.614,-0.941,-0.954,151.17,0,True
85000,38.61,39.34,12.971523,77.594543,True,-0.103,-0.168,9.891,0.88,-0.465,-0.037,195.32,0,True
85100,39.39,39.5,12.971559,77.594649,True,-0.003,0.008,9.76,-0.614,-0.654,0.374,188.73,0,True
85200,39.12,38.91,12.971617,77.594653,True,-0.113,0.176,9.982,-0.024,0.766,-0.153,174.71,0,True
85300,41.26,41.51,12.971621,77.594586,True,0.04,-0.076,9.853,-0.871,-0.666,-0.932,151.14,0,True
85400,40.35,39.93,12.971665,77.594629,True,0.279,-0.089,9.612,-0.64,-0.355,0.582,135.77,0,True
85500,38.29,38.6,12.971574,77.594656,True,-0.227,-0.109,9.604,-0.342,-0.069,0.59,189.87,0,True
85600,40.25,40.02,12.97162,77.594605,True,-0.238,-0.133,9.843,0.767,0.72,-0.85,189.27,0,True
85700,39.69,40.2,12.971564,77.594564,True,-0.182,0.182,9.799,0.981,-0.158,-0.752,117.11,0,True
85800,39.31,39.07,12.971615,77.594557,True,0.086,0.214,9.995,0.823,-0.431,0.683,140.28,0,True
85900,41.58,42.42,12.971508,77.594629,True,-0.258,-0.243,9.921,0.447,-0.451,0.507,140.03,0,True
86000,40.23,39.85,12.971622,77.594579,True,0.118,-0.027,9.939,0.934,-0.757,-0.252,161.8,0,True
86100,38.12,37.21,12.971502,77.594521,True,-0.106,0.113,9.774,-0.66,-0.618,0.805,136.89,0,True
86200,41.61,42.59,12.971687,77.594674,True,-0.144,0.171,9.644,0.894,-0.85,-0.341,161.28,0,True
86300,41.25,40.79,12.971534,77.594528,True,-0.024,-0.224,9.945,0.506,0.776,0.932,141.33,0,True
86400,39.79,39.03,12.971606,77.594616,True,0.097,0.286,9.729,0.462,-0.548,-0.472,129.62,0,True
86500,38.33,38.45,12.971675,77.594632,True,0.141,-0.176,9.631,0.944,-0.879,-0.974,121.61,0,True
86600,41.27,40.65,12.971521,77.594542,True,0.054,0.017,9.943,0.521,-0.376,-0.092,115.4,0,True
86700,40.02,40.85,12.971544,77.594573,True,0.285,0.221,9.805,0.56,-0.624,-0.444,116.42,0,True
86800,39.23,39.97,12.97163,77.594529,True,0.226,0.147,9.696,0.788,-0.626,-0.943,166.19,0,True
86900,39.81,39.34,12.971685,77.594517,True,-0.041,-0.21,9.801,0.016,-0.894,-0.455,109.78,0,True
87000,40.59,41.06,12.971585,77.594559,True,-0.058,0.056,9.812,-0.013,-0.133,0.362,164.63,0,True
87100,41.84,41.28,12.971511,77.594507,True,-0.14,-0.26,9.64,-0.547,0.24,0.432,139.19,0,True
87200,38.41,38.87,12.971676,77.594554,True,-0.177,0.171,9.739,-0.424,0.193,0.468,109.42,0,True
87300,40.01,40.41,12.971595,77.594561,True,0.244,-0.157,9.726,-0.861,-0.625,0.8,114.18,0,True
87400,38.05,38.0,12.971567,77.594536,True,-0.142,-0.254,9.872,0.706,0.188,0.939,158.32,0,True
87500,39.95,39.45,12.971522,77.594664,True,0.04,0.294,9.934,0.051,-0.665,-0.707,109.39,0,True
87600,39.22,39.69,12.971591,77.594647,True,0.294,-0.146,9.795,-0.271,-0.973,-0.295,171.02,0,True
87700,41.57,42.11,12.971671,77.59468,True,0.057,-0.232,9.874,0.456,-0.959,0.957,185.63,0,True
87800,40.64,39.92,12.9716,77.594549,True,0.145,0.284,9.744,0.489,-0.612,0.91,163.87,0,True
87900,41.86,42.62,12.971636,77.59468,True,-0.03,0.275,9.811,-0.469,0.358,0.776,139.1,0,True
88000,39.67,40.66,12.971562,77.594508,True,0.012,-0.094,9.845,-0.133,-0.09,0.936,179.23,0,True
88100,39.15,40.09,12.9716,77.594637,True,-0.02,-0.21,9.987,0.248,0.329,-0.393,128.83,0,True
88200,41.2,40.23,12.971508,77.594557,True,0.056,-0.268,9.722,-0.139,0.321,-0.999,125.14,0,True
88300,39.4,38.97,12.971672,77.594633,True,0.161,-0.207,9.634,-0.459,0.992,-0.607,158.52,0,True
88400,38.32,37.76,12.971595,77.594571,True,0.187,0.082,9.769,0.934,-0.804,-0.477,130.2,0,True
88500,39.24,39.37,12.971636,77.594564,True,0.047,0.11,9.68,-0.729,0.109,-0.398,108.56,0,True
88600,40.27,40.52,12.971609,77.594575,True,0.226,-0.038,9.655,-0.116,-0.373,0.87,171.26,0,True
88700,39.87,39.73,12.971584,77.594582,True,-0.283,0.035,9.983,-0.158,0.512,0.23,130.24,0,True
88800,38.97,38.99,12.971525,77.594609,True,0.039,-0.124,9.902,-0.215,-0.194,-0.988,180.75,0,True
88900,41.5,41.42,12.971511,77.594511,True,0.198,0.09,9.733,-0.805,-0.419,-0.037,133.13,0,True
89000,38.24,38.72,12.971635,77.594648,True,-0.268,-0.177,9.658,0.481,-0.009,-0.553,167.57,0,True
89100,41.41,41.01,12.971562,77.594698,True,-0.296,-0.009,9.875,-0.771,-1.0,0.208,112.1,0,True
89200,38.39,37.8,12.971595,77.594667,True,-0.034,-0.267,9.649,-0.191,0.965,0.641,184.17,0,True
89300,40.19,40.83,12.971636,77.594672,True,0.07,-0.041,9.854,-0.63,0.637,0.315,117.08,0,True
89400,40.97,41.06,12.971595,77.594558,True,0.101,0.275,9.797,0.335,-0.218,0.395,110.73,0,True
89500,39.67,39.52,12.971506,77.594591,True,0.039,-0.293,9.721,0.29,0.786,0.24,104.26,0,True
89600,41.63,42.55,12.971594,77.594645,True,-0.134,0.289,9.743,0.712,0.006,-0.302,170.62,0,True
89700,39.56,38.69,12.971631,77.59457,True,0.132,-0.096,9.886,0.573,-0.443,0.525,130.29,0,True
89800,39.58,40.41,12.971629,77.594575,True,-0.017,0.095,9.83,0.855,0.551,0.051,112.94,0,True
89900,39.3,40.21,12.97157,77.594623,True,-0.058,-0.273,9.941,-0.682,-0.807,-0.788,193.42,0,True
90000,39.91,40.43,12.971696,77.594662,True,0.14,-0.158,9.96,-0.652,0.785,0.512,142.01,0,True
90100,38.26,38.48,12.971523,77.594669,True,-0.256,0.158,9.843,0.681,0.847,-0.358,169.87,0,True
90200,39.51,40.49,12.971615,77.59454,True,-0.149,-0.037,9.714,-0.598,-0.676,0.628,180.87,0,True
90300,38.77,38.93,12.971626,77.594634,True,-0.178,0.186,9.957,-0.281,-0.184,0.093,107.2,0,True
90400,38.74,39.2,12.971682,77.594628,True,-0.002,0.199,9.828,-0.053,-0.296,0.237,155.87,0,True
90500,38.55,37.69,12.971586,77.594575,True,-0.257,-0.253,9.913,-0.404,-0.764,-0.539,160.15,0,True
90600,39.32,38.77,12.971688,77.594684,True,-0.149,0.122,9.627,0.743,0.936,-0.85,157.54,0,True
90700,41.41,42.28,12.9716,77.59458,True,-0.266,0.119,9.644,-0.058,0.835,-0.474,103.0,0,True
90800,39.35,38.87,12.971567,77.594653,True,-0.216,0.028,9.894,0.848,0.327,0.757,123.56,0,True
90900,38.29,39.19,12.971681,77.594641,True,0.159,-0.279,9.992,0.9,0.196,0.225,108.06,0,True
91000,40.21,41.1,12.971554,77.594508,True,-0.279,0.005,9.86,-0.137,-0.393,0.7,197.15,0,True
91100,38.09,37.2,12.971655,77.594662,True,0.021,0.216,9.873,0.476,0.105,-0.896,176.57,0,True
91200,40.78,40.64,12.971585,77.594528,True,-0.037,0.238,9.993,-0.265,-0.613,-0.127,105.79,0,True
91300,38.93,39.11,12.971545,77.594649,True,0.233,0.176,9.827,0.982,-0.97,0.44,181.26,0,True
91400,38.31,37.56,12.971536,77.594509,True,-0.09,0.093,9.698,-0.415,0.212,-0.043,112.24,0,True
91500,38.31,37.81,12.971609,77.594599,True,0.141,-0.086,9.966,-0.559,0.426,0.883,178.02,0,True
91600,39.17,39.48,12.971605,77.594554,True,0.119,0.002,9.622,0.801,0.411,0.244,127.98,0,True
91700,38.81,38.09,12.971695,77.594546,True,0.145,-0.174,9.749,0.633,-0.716,0.956,169.83,0,True
91800,40.6,40.51,12.971523,77.5946,True,-0.28,-0.133,9.754,0.654,-0.831,-0.442,160.97,0,True
91900,39.98,40.71,12.971577,77.594509,True,-0.177,-0.189,9.772,-0.895,-0.39,0.083,134.78,0,True
92000,38.1,38.32,12.971679,77.594685,True,0.244,0.186,9.836,0.515,-0.318,0.658,143.41,0,True
92100,39.71,40.17,12.971647,77.594511,True,-0.234,-0.067,9.889,0.356,0.717,0.876,146.35,0,True
92200,40.29,40.43,12.971604,77.594533,True,-0.071,0.147,9.97,-0.736,-0.97,0.599,195.1,0,True
92300,38.34,37.84,12.971609,77.594568,True,-0.063,0.069,9.745,0.318,0.565,0.621,160.8,0,True
92400,38.5,38.63,12.971564,77.594553,True,-0.193,-0.022,9.776,-0.067,0.932,-0.04,184.43,0,True
92500,38.87,37.99,12.971688,77.594555,True,0.066,-0.112,9.626,-0.64,0.532,-0.448,186.91,0,True
92600,38.51,38.77,12.971529,77.594624,True,-0.27,-0.231,9.615,0.369,0.721,0.16,104.2,0,True
92700,40.87,39.99,12.971643,77.594552,True,-0.146,0.107,9.943,-0.293,0.437,0.201,134.97,0,True
92800,38.31,38.2,12.971602,77.594547,True,-0.105,-0.077,9.929,-0.168,0.284,0.752,114.31,0,True
92900,39.31,39.88,12.971567,77.594582,True,0.091,-0.018,9.989,0.244,-0.679,-0.911,193.03,0,True
93000,41.65,40.7,12.971622,77.594662,True,0.006,0.169,9.803,0.163,-0.312,-0.57,183.07,0,True
93100,38.13,38.58,12.971576,77.5947,True,-0.253,-0.254,9.974,-0.551,0.007,0.149,154.82,0,True
93200,39.67,40.14,12.97167,77.594606,True,-0.269,-0.017,9.81,-0.118,-0.462,0.672,129.31,0,True
93300,38.98,38.46,12.971654,77.594572,True,-0.027,0.149,9.646,-0.518,0.466,0.76,136.19,0,True
93400,39.41,39.42,12.971683,77.594631,True,0.063,-0.031,9.768,0.139,0.654,-0.749,153.76,0,True
93500,41.11,40.92,12.971617,77.594528,True,-0.144,-0.128,9.726,-0.837,-0.158,0.966,157.6,0,True
93600,40.53,41.08,12.97168,77.594675,True,-0.291,-0.228,9.705,0.109,0.86,0.486,112.64,0,True
93700,38.14,38.0,12.971638,77.594698,True,-0.221,0.22,9.967,0.809,-0.291,-0.195,155.69,0,True
93800,40.85,40.09,12.971679,77.59468,True,0.055,0.07,9.998,-0.91,0.477,-0.29,144.89,0,True
93900,39.64,39.54,12.971667,77.594558,True,-0.014,-0.219,9.673,0.532,0.833,0.873,108.38,0,True
94000,41.58,41.77,12.971574,77.59463,True,-0.072,-0.037,9.803,0.176,0.89,-0.806,129.73,0,True
94100,39.36,39.49,12.971679,77.594616,True,0.206,-0.044,9.729,-0.363,-0.643,-0.714,181.4,0,True
94200,40.94,41.92,12.971542,77.594604,True,0.045,0.069,9.64,-0.43,-0.763,-0.452,143.89,0,True
94300,41.54,41.12,12.971684,77.594698,True,0.152,0.255,9.867,-0.718,-0.586,0.678,175.49,0,True
94400,38.11,38.91,12.971692,77.594608,True,0.179,-0.296,9.933,-0.948,-0.594,0.884,157.12,0,True
94500,40.93,40.97,12.971666,77.594559,True,-0.234,0.124,9.938,-0.111,-0.135,-0.474,186.45,0,True
94600,41.97,42.44,12.971523,77.594571,True,-0.253,0.176,9.891,-0.346,0.014,-0.448,163.06,0,True
94700,40.05,40.61,12.971641,77.594563,True,0.255,-0.04,9.973,0.588,-0.365,0.683,166.11,0,True
94800,41.51,40.58,12.971627,77.594502,True,-0.218,-0.074,9.977,0.347,-0.469,-0.697,181.39,0,True
94900,40.93,40.5,12.97154,77.594675,True,0.27,0.214,9.9,-0.994,-0.865,0.115,120.85,0,True
95000,38.71,38.55,12.971553,77.594576,True,0.05,0.083,9.794,0.314,-0.64,-0.4,123.19,0,True
95100,39.17,39.14,12.971659,77.594578,True,-0.086,-0.011,9.639,-0.775,0.762,0.51,128.73,0,True
95200,41.88,41.53,12.971632,77.594523,True,-0.021,-0.109,9.645,0.394,0.41,0.547,148.37,0,True
95300,41.22,41.2,12.971582,77.594547,True,-0.125,0.004,9.956,0.566,-0.878,0.544,126.16,0,True
95400,39.27,39.05,12.971588,77.59458,True,0.247,-0.139,9.891,-0.32,0.637,-0.383,140.98,0,True
95500,40.29,39.62,12.971541,77.594625,True,0.269,0.068,9.732,0.21,-0.96,0.444,180.24,0,True
95600,38.36,38.77,12.971682,77.594653,True,0.032,0.093,9.807,-0.276,-0.603,-0.686,153.57,0,True
95700,41.44,40.9,12.97166,77.594682,True,-0.101,-0.171,9.893,0.88,-0.928,-0.96,194.04,0,True
95800,38.41,38.21,12.971597,77.594531,True,-0.119,-0.162,9.909,-0.505,-0.455,-0.753,178.41,0,True
95900,40.62,39.88,12.971648,77.594554,True,-0.249,-0.256,9.889,0.525,-0.169,-0.971,183.03,0,True
96000,40.42,39.72,12.971647,77.594659,True,-0.183,0.063,9.725,-0.353,0.025,-0.953,127.4,0,True
96100,38.81,38.34,12.971631,77.594594,True,-0.125,-0.244,9.987,0.122,-0.033,0.815,153.32,0,True
96200,38.98,38.01,12.971599,77.594579,True,-0.076,0.028,9.643,-0.552,0.95,-0.205,123.21,0,True
96300,39.48,39.61,12.971629,77.594566,True,0.186,0.285,9.638,-0.661,0.73,-0.02,125.0,0,True
96400,38.57,38.8,12.971595,77.594645,True,0.04,-0.161,9.907,-0.496,-0.377,-0.324,115.06,0,True
